Disponibilita,Necessari,Scadenza,Dimensione,Utilizzati,Y
2103,31,5,1000,870,1
47,748,20,750,275,8
2699,759,6,1000,453,0
1801,339,19,1000,470,7
3396,6,11,750,194,0
1288,578,15,750,737,13
4274,820,11,1000,790,4
609,792,14,1000,582,8
3695,163,6,500,891,2
2459,965,19,250,623,39
3082,404,7,500,700,3
431,7,9,100,291,19
2279,124,17,100,647,82
735,483,4,250,804,9
393,215,0,1000,285,0
2993,992,9,1000,54,0
2982,454,16,750,809,13
4271,500,2,1000,761,0
1080,968,19,250,786,56
3951,786,17,500,951,24
2835,363,0,250,378,0
4041,944,8,750,244,0
1716,783,11,750,378,4
2973,255,20,1000,656,10
4293,276,10,250,488,2
720,629,9,500,286,4
4206,487,13,100,323,2
4122,678,1,1000,41,0
1533,660,15,100,949,124
1652,633,8,250,27,0
3444,140,2,100,453,0
2599,751,10,1000,586,3
2132,851,9,750,975,9
2670,254,2,1000,95,0
1175,492,20,1000,714,13
4947,562,0,750,722,0
1421,79,7,250,331,3
1276,107,0,100,406,0
2773,242,0,100,132,0
1019,582,20,500,552,20
4779,582,5,100,119,0
3709,129,20,100,408,42
1012,685,11,750,155,2
4322,889,8,500,242,0
2482,428,3,1000,73,0
4042,908,18,250,285,7
1126,485,6,1000,353,1
1708,6,13,750,763,10
1814,841,19,1000,522,8
1577,914,12,1000,505,5
3918,820,8,1000,196,0
4568,227,5,500,543,0
3872,877,16,750,227,1
1137,504,0,500,954,0
3919,811,19,100,267,17
242,558,9,100,709,60
3020,909,19,750,500,9
856,854,7,100,144,9
1212,540,0,100,218,0
1724,574,12,250,679,25
4230,534,18,750,60,0
4933,299,5,750,434,0
2879,358,7,750,578,1
2763,150,18,100,747,101
456,464,15,750,471,9
2260,403,1,500,914,0
50,863,2,750,527,2
1300,913,4,250,308,2
4523,912,10,250,703,11
491,473,7,100,246,15
3212,794,18,250,64,0
883,576,9,1000,743,6
2105,438,0,1000,961,0
4711,313,6,250,432,0
3223,497,0,1000,587,0
4131,15,8,250,411,0
524,31,3,250,278,0
1181,914,3,1000,447,1
1082,317,16,1000,577,8
826,233,13,750,869,13
4800,837,4,250,549,0
1626,531,12,500,285,4
4884,194,18,750,135,0
1964,808,17,750,463,8
4348,447,4,500,36,0
1791,476,0,500,449,0
2530,920,13,100,77,0
3670,403,7,100,473,0
4622,628,7,250,749,2
323,855,12,500,756,18
2382,864,5,1000,102,0
283,802,5,1000,749,4
1056,832,14,750,598,10
1418,561,13,500,219,4
1719,488,5,1000,621,1
1699,746,2,1000,663,0
830,303,20,250,682,50
3972,731,10,750,770,5
183,129,8,750,547,5
267,334,9,1000,413,3
1870,184,18,100,933,142
1943,958,8,750,110,0
4613,837,4,750,450,0
4042,25,18,250,310,5
4441,665,16,750,185,0
1317,170,16,100,112,5
2050,112,15,750,15,0
3055,647,12,1000,703,5
4466,597,19,750,769,13
1115,592,11,750,30,0
3982,857,13,750,413,2
855,862,14,100,922,120
1000,691,2,1000,47,0
2007,165,10,250,102,0
3323,257,12,250,537,11
4294,343,4,100,519,0
3367,342,1,1000,17,0
4745,355,0,100,230,0
2771,100,19,100,995,152
1331,246,9,100,584,36
971,684,9,500,612,9
225,763,7,1000,797,5
249,993,5,1000,884,4
3817,928,11,250,823,21
439,307,0,500,737,0
1810,233,15,100,193,11
2382,56,1,250,261,0
4317,370,20,750,233,1
4724,765,1,100,252,0
4642,355,11,500,30,0
3736,838,17,500,473,9
136,631,18,1000,381,7
1823,657,12,100,94,0
4755,539,15,750,268,0
2063,937,10,750,81,0
1481,661,13,250,507,21
492,20,4,250,290,2
4389,159,6,750,850,0
2644,662,3,1000,748,0
2577,52,1,100,236,0
1819,16,18,750,767,15
4146,183,0,500,390,0
4564,402,5,1000,440,0
2401,999,0,1000,221,0
613,191,13,1000,468,5
2590,734,10,500,471,5
4554,729,2,250,104,0
4036,662,2,750,460,0
538,173,3,250,277,1
3434,460,1,500,64,0
305,98,8,250,448,12
498,845,14,100,629,85
1093,35,4,500,332,0
3202,843,20,750,487,9
2120,120,8,750,369,1
932,752,13,750,269,4
467,253,11,500,859,17
2181,435,7,500,521,3
4146,154,0,500,469,0
1639,103,5,250,529,2
2614,240,7,250,358,0
3146,769,18,500,335,7
4045,931,1,1000,460,0
2229,806,4,500,243,0
790,49,0,100,223,0
103,201,13,100,916,111
4382,561,2,750,732,0
4232,495,19,100,469,47
380,405,6,100,673,34
3708,583,7,100,163,0
3140,231,6,750,162,0
1910,441,13,250,883,37
4255,993,6,1000,210,0
1642,543,14,1000,77,0
3809,697,2,1000,566,0
2987,198,15,250,237,2
1343,766,1,500,52,0
1948,53,8,500,708,6
4523,404,9,250,765,8
4858,344,10,1000,971,4
1471,827,6,750,964,6
2664,27,18,1000,737,10
1788,193,5,500,646,2
2617,57,10,250,444,6
1697,205,9,1000,100,0
234,216,13,750,645,10
4872,421,13,250,701,16
626,890,15,750,703,13
3185,498,12,100,442,22
3131,64,13,100,883,75
3521,240,17,500,643,14
3974,654,3,100,969,0
4862,744,13,500,746,10
432,607,1,250,348,1
4031,542,9,750,789,4
4737,498,0,1000,884,0
2359,723,16,100,247,21
4887,74,11,1000,650,2
4147,942,10,100,977,56
3122,233,0,500,508,0
1611,105,5,750,441,0
2328,316,17,750,91,0
3513,191,15,250,801,32
1313,362,3,250,212,0
1708,157,8,750,806,5
685,752,17,500,249,8
224,34,10,250,196,6
4922,352,16,100,855,83
3269,17,1,500,704,0
3155,38,3,500,615,0
2630,165,18,750,415,6
2243,136,6,1000,584,1
1786,876,16,250,510,27
2599,746,13,250,445,14
2995,545,20,500,571,17
554,468,0,750,928,0
3867,864,19,750,335,4
516,619,3,500,604,3
134,441,15,750,966,18
1636,715,17,250,314,16
1787,813,6,250,345,3
1576,135,0,250,700,0
3524,505,9,500,290,0
4996,491,1,100,124,0
1611,208,12,500,632,11
1710,352,1,1000,218,0
3214,565,15,500,286,3
1656,367,1,100,44,0
3474,211,14,250,241,0
4224,953,1,100,744,0
1118,291,0,750,975,0
1110,804,14,100,249,29
1104,514,3,1000,375,0
1614,850,8,250,513,11
2268,535,11,750,748,8
3302,490,12,250,922,29
2509,874,6,500,925,6
416,900,6,500,681,8
812,674,1,500,952,0
2936,638,3,750,35,0
773,901,9,1000,234,2
1556,505,13,100,285,24
2667,10,18,250,440,19
4434,581,19,750,487,7
1120,499,19,500,478,16
3251,84,10,1000,856,5
2880,37,9,1000,949,5
3819,149,10,750,274,0
2614,598,7,1000,94,0
1834,24,16,500,644,16
430,125,4,750,783,3
4840,325,18,250,75,0
4065,486,17,100,401,28
330,479,8,250,395,12
273,301,8,100,319,23
1746,776,0,1000,393,0
4699,313,12,500,293,0
404,757,5,100,963,42
4235,339,12,250,103,0
4016,976,2,1000,798,0
4067,87,18,750,802,13
4482,772,3,1000,930,0
4990,560,16,100,569,41
2370,383,1,100,82,0
2037,675,11,1000,308,2
4558,312,8,1000,85,0
4143,402,9,750,39,0
1731,619,14,100,976,116
4084,53,20,750,308,2
1064,543,7,1000,502,2
2290,107,15,750,359,4
4701,602,19,750,388,4
3953,718,13,500,455,4
4067,337,18,250,336,8
275,544,3,500,88,1
261,272,19,100,909,164
1605,894,6,250,948,16
86,623,18,100,934,164
2223,401,8,1000,156,0
1658,883,20,750,888,21
1615,882,4,100,976,22
2421,776,10,100,295,10
1893,193,8,250,447,6
303,140,19,750,15,0
1479,754,3,500,294,0
2790,541,4,500,431,0
4683,871,13,1000,494,2
4149,243,3,100,666,0
2136,210,2,250,657,0
3517,714,13,1000,915,8
2461,939,5,500,877,4
4579,652,11,500,504,2
160,188,6,1000,387,2
3677,332,7,750,449,0
4671,267,6,250,927,1
4296,571,19,500,598,14
2818,765,3,100,594,0
4162,614,7,100,486,0
4804,371,17,100,443,27
1133,598,1,500,130,0
2186,522,17,1000,254,2
2164,151,17,250,806,44
502,663,7,500,499,6
3853,642,13,1000,986,9
2171,184,15,750,733,11
609,867,12,1000,465,5
3578,140,6,750,15,0
3351,107,5,250,730,0
2317,521,20,750,274,5
4047,637,20,250,270,7
1109,634,7,1000,438,2
4772,589,18,500,623,13
2903,961,13,500,905,18
1363,347,15,750,937,16
4152,887,0,750,512,0
848,470,10,750,989,11
1380,302,12,1000,866,8
4821,405,6,1000,551,0
35,260,5,500,443,4
2635,124,4,1000,934,0
1446,459,11,100,17,0
1354,582,17,750,748,15
3986,756,15,250,511,16
1447,550,16,1000,761,11
922,917,15,750,503,9
4025,918,17,750,170,0
2854,812,3,750,746,0
206,796,12,750,465,8
3629,781,6,250,931,7
4078,25,8,1000,169,0
3543,321,1,250,667,0
612,301,1,500,591,0
2368,360,18,750,703,13
506,628,20,500,565,22
2393,203,4,250,965,3
2933,463,11,1000,792,5
2413,519,8,250,908,18
1274,428,18,1000,617,10
2690,165,4,100,950,3
3914,671,19,250,612,31
1832,779,12,500,213,3
840,21,9,1000,697,5
133,346,17,100,410,68
2441,42,3,100,923,0
2654,904,15,500,367,7
4465,834,11,100,368,0
1008,919,6,100,148,7
3996,600,11,500,36,0
2093,546,10,750,26,0
3234,250,0,500,387,0
1263,20,3,750,447,0
2343,613,1,750,383,0
4684,621,14,250,694,20
2233,422,8,750,34,0
910,453,16,500,49,1
1815,274,3,500,892,0
3962,62,6,1000,848,0
1375,81,8,100,646,32
4093,132,14,1000,927,8
4601,719,0,750,36,0
4512,222,20,500,914,26
3895,569,20,1000,421,5
3282,348,20,1000,409,5
3664,350,0,100,706,0
1299,743,12,500,226,4
2531,260,19,1000,497,7
2494,372,11,1000,71,0
2354,186,12,1000,5,0
2334,811,18,1000,535,8
4970,799,0,750,135,0
1983,787,1,1000,906,0
2149,575,13,500,121,0
1642,547,9,500,671,9
2511,746,0,750,981,0
2501,866,13,250,412,13
4089,8,8,250,282,0
694,801,7,1000,416,3
1896,244,14,1000,721,8
2783,898,7,100,239,0
3116,249,16,250,289,6
183,658,3,750,234,1
4616,619,20,1000,7,0
2927,787,2,500,476,0
3939,975,14,500,582,9
1860,452,17,100,211,20
1226,501,12,750,147,1
109,0,11,250,422,16
4278,421,2,500,784,0
394,374,15,250,22,1
4344,798,16,500,204,0
1836,630,2,750,522,0
1416,689,11,1000,398,3
1547,651,14,500,115,1
3463,447,19,100,195,5
625,745,20,750,439,11
3098,982,3,100,400,0
976,865,6,750,144,1
3533,543,5,100,738,0
4419,331,6,100,161,0
2181,355,8,100,131,0
2833,753,1,250,366,0
2926,898,3,250,882,0
2088,984,8,750,607,4
1176,646,17,100,739,113
3324,184,9,100,625,19
882,562,17,750,63,1
176,828,4,500,44,2
1267,28,6,500,960,7
2828,216,3,750,579,0
1996,422,4,250,262,0
729,984,1,500,497,1
2243,184,6,1000,316,0
4967,392,16,500,146,0
2786,515,5,500,665,1
3663,316,17,250,903,44
1476,828,13,500,204,4
2096,567,16,250,569,28
339,124,6,500,737,7
592,547,20,500,228,9
567,340,1,250,255,0
874,264,16,100,289,37
4690,214,20,1000,489,5
4415,179,17,250,188,0
3785,455,3,750,219,0
4838,33,0,500,610,0
198,972,4,1000,22,1
4485,750,13,100,11,0
3957,7,9,500,126,0
1648,33,4,500,873,2
3040,980,13,250,145,0
3107,936,20,250,647,40
3022,368,0,1000,319,0
3700,829,17,100,21,0
3249,934,12,1000,822,7
2745,162,4,250,724,0
2532,76,3,250,868,0
4674,119,4,1000,132,0
371,187,9,100,892,70
138,507,19,1000,791,15
1772,47,15,100,96,0
1016,192,14,750,711,11
2618,138,4,1000,219,0
3196,425,14,500,339,3
643,402,19,750,294,7
114,888,17,100,846,143
327,53,20,250,121,8
1932,100,1,500,100,0
2287,133,6,250,631,4
2027,250,0,1000,769,0
324,930,11,250,144,8
3348,582,9,250,516,5
3135,780,7,250,417,1
1546,462,20,1000,650,11
26,254,20,500,178,7
4044,954,0,500,331,0
3353,179,9,1000,369,0
1884,649,17,750,395,7
3655,423,5,1000,499,0
3669,179,5,250,577,0
311,73,11,750,636,8
3279,538,17,1000,46,0
3725,106,2,250,515,0
1418,888,17,250,258,14
1753,80,5,1000,545,1
4271,109,4,500,114,0
1626,171,2,1000,784,0
4316,185,5,500,774,0
3376,362,1,250,655,0
1395,979,13,250,218,9
1589,868,8,100,429,23
4013,383,15,500,290,1
1917,24,19,1000,940,15
3440,466,10,250,795,17
1313,903,2,1000,218,0
2994,426,16,100,29,0
1744,481,11,100,891,76
829,26,11,500,750,13
684,75,7,750,61,0
4418,295,14,750,483,3
4456,179,19,750,732,12
4325,674,3,1000,779,0
1630,985,0,750,842,0
2811,870,8,750,415,1
3775,349,19,500,131,0
3297,864,13,250,524,15
1101,185,15,1000,599,7
2102,8,0,500,199,0
1980,164,14,500,850,18
785,46,8,500,735,9
1713,734,3,1000,840,1
3476,703,7,500,834,4
3914,982,1,500,973,0
375,88,1,100,625,0
3023,251,7,1000,610,1
1814,734,20,500,210,6
2814,45,2,750,378,0
449,326,11,1000,317,3
3603,924,5,500,649,0
1345,287,3,100,331,0
1550,357,1,500,755,0
4270,77,11,750,949,7
1527,72,20,1000,534,9
2224,130,13,100,35,0
2740,741,18,750,795,15
4209,797,10,750,561,2
3410,684,4,500,469,0
2738,735,20,250,52,0
4059,147,14,250,94,0
3579,534,11,250,942,26
4392,363,4,1000,236,0
1096,362,4,500,552,2
2019,95,17,750,581,10
255,98,19,100,637,113
1019,325,17,250,615,37
4662,908,4,750,226,0
282,784,0,500,403,0
986,664,2,100,126,0
2627,494,12,100,352,17
2182,740,20,100,774,133
4505,59,0,100,571,0
3710,818,11,1000,226,0
2877,928,6,1000,259,0
4243,904,20,500,779,23
4637,133,0,1000,85,0
211,266,8,750,489,5
274,10,20,1000,312,6
3276,474,15,750,704,9
1040,911,9,250,323,10
2688,234,0,250,173,0
4549,528,7,750,856,1
499,477,3,750,26,0
1463,451,13,250,178,4
1839,759,12,750,533,6
4828,959,8,1000,364,0
268,651,15,750,752,15
3827,27,15,100,730,64
3327,100,9,500,909,8
2053,680,4,500,143,0
1751,659,8,500,745,8
416,180,16,250,625,37
1484,27,19,1000,84,0
90,193,10,250,975,36
1248,104,14,1000,47,0
4965,278,16,750,520,4
3332,124,20,1000,612,8
987,188,4,500,127,0
2128,128,9,500,205,0
4976,425,0,250,434,0
4154,41,8,750,619,0
4407,182,1,500,766,0
3017,560,18,250,492,24
4010,575,9,1000,569,1
4367,148,3,100,741,0
1352,325,18,250,495,30
4716,538,15,750,810,10
1071,152,16,1000,556,7
1020,526,5,250,350,4
4487,100,17,750,23,0
4368,3,1,750,137,0
1708,454,18,1000,36,0
815,320,6,500,750,7
532,293,14,750,98,1
2769,901,1,250,178,0
816,537,12,750,430,6
3415,673,12,1000,291,0
333,489,2,500,782,2
3688,444,16,1000,504,4
4874,268,4,100,230,0
3135,428,11,500,102,0
3061,215,13,1000,649,5
795,634,19,1000,530,9
4900,801,15,1000,164,0
3708,949,12,750,775,8
138,16,11,750,528,7
3363,316,6,100,967,18
4325,947,1,500,298,0
2501,331,2,1000,126,0
1046,299,8,1000,384,2
4993,954,15,750,335,1
4939,462,15,1000,99,0
1956,107,19,1000,602,9
1586,531,12,1000,350,3
4236,854,20,500,995,31
234,407,0,1000,304,0
3246,779,17,250,692,34
1118,694,4,500,844,4
3454,12,2,250,497,0
3488,154,14,1000,170,0
2575,126,13,250,121,0
1681,496,13,1000,760,8
1961,911,1,750,459,0
2973,683,12,100,58,0
600,115,5,250,186,1
1069,927,12,500,528,11
2373,26,1,500,795,0
1499,314,11,1000,795,7
1204,924,10,750,413,5
4208,996,19,500,455,10
258,298,5,250,511,8
1720,36,3,750,102,0
3268,530,16,1000,795,9
3562,298,9,1000,69,0
1077,850,15,500,607,17
86,0,12,750,441,6
705,3,14,1000,819,10
1315,698,17,500,440,13
2579,451,0,500,414,0
1962,764,14,100,512,55
1682,336,5,750,404,0
3249,455,16,100,408,33
4320,442,6,250,225,0
1809,632,18,500,644,20
2886,481,14,500,277,2
1888,69,13,750,251,2
947,394,8,750,434,3
3299,486,2,750,772,0
3953,746,19,500,305,5
184,241,2,250,925,4
3909,889,3,750,451,0
1936,567,3,100,876,4
757,685,5,250,668,10
2438,170,12,1000,805,7
3277,382,17,500,802,20
4578,980,1,750,93,0
4532,758,20,100,742,103
112,555,11,750,679,10
838,288,5,750,28,0
4110,87,4,250,696,0
1966,941,9,750,392,3
2490,246,5,500,441,0
3494,631,7,750,801,3
2441,47,0,100,494,0
3440,71,20,250,669,37
2560,790,12,100,330,19
3983,73,13,500,295,0
1215,188,2,500,934,0
1335,965,18,750,458,10
2048,440,6,1000,742,2
4504,108,18,250,865,41
2586,443,12,500,431,5
4504,123,5,500,424,0
235,565,7,100,189,15
3737,822,5,1000,315,0
1102,957,20,250,487,36
3685,389,5,500,226,0
3047,674,19,100,603,85
3505,928,14,750,461,5
916,108,11,1000,494,4
2485,846,20,750,411,8
1167,826,15,250,390,20
1160,467,19,1000,699,12
2307,446,17,750,62,0
3342,879,5,1000,10,0
3727,59,17,500,581,11
2351,438,7,500,771,5
2820,901,13,100,157,0
44,166,16,500,679,21
595,555,17,1000,948,15
2872,722,20,750,766,17
2628,734,19,100,83,0
366,644,5,500,679,6
2955,16,17,250,297,7
1081,732,8,500,290,3
1474,79,20,1000,976,17
2381,94,15,750,203,1
3985,265,20,750,255,2
715,297,15,500,935,25
3625,607,6,750,696,1
478,283,18,1000,882,15
2843,810,3,500,399,0
1416,649,9,100,816,58
622,205,5,750,287,1
2914,849,2,1000,596,0
3394,259,11,750,495,2
3023,398,19,1000,48,0
712,405,10,100,737,63
2804,293,13,250,361,7
2403,119,18,250,777,44
3791,933,0,100,453,0
4939,230,3,750,536,0
4641,504,13,1000,420,1
4914,575,1,500,635,0
1428,449,0,500,367,0
3624,52,17,100,64,0
2517,60,9,100,418,9
1552,917,20,250,75,3
2583,843,16,250,965,51
1974,444,14,750,269,3
128,962,4,100,656,28
1736,861,14,750,461,7
4651,41,7,1000,401,0
399,646,13,750,684,11
2171,579,7,750,99,0
1241,930,14,750,618,10
386,50,2,100,590,3
4527,675,15,100,433,22
1394,425,15,250,567,28
4496,766,0,500,127,0
3104,407,17,750,60,0
673,674,8,1000,683,5
666,567,11,500,188,4
2873,169,2,750,679,0
414,45,5,250,168,1
2921,630,1,100,637,0
1943,175,3,250,749,0
3359,343,19,1000,513,6
3228,684,5,1000,948,1
2012,785,14,1000,116,0
